response_key,response_time_min,mitigation_method,outcome,security_tools_used
79687,82,Reset Credentials,Failure,IDS
79688,103,Reset Credentials,Failure,Endpoint Detection
79689,132,Containment,Success,Firewall
79690,165,Containment,Success,Firewall
79691,110,Quarantine,Failure,Antivirus
79692,153,Block IP,Success,MFA
79693,176,Quarantine,Failure,Antivirus
79694,60,Reset Credentials,Failure,IDS
79695,50,Block IP,Success,IDS
79696,53,Block IP,Success,Firewall
79697,51,Block IP,Success,MFA
79698,120,Patch,Success,VPN
79699,54,Patch,Failure,WAF
79700,23,Block IP,Success,SIEM
79701,96,Patch,Success,VPN
79702,155,Containment,Failure,Firewall
79703,85,Patch,Failure,MFA
79704,59,Reset Credentials,Success,MFA
79705,17,Containment,Success,Endpoint Detection
79706,60,Reset Credentials,Failure,Antivirus
79707,73,Reset Credentials,Success,IDS
79708,137,Patch,Failure,MFA
79709,82,Containment,Success,Firewall
79710,42,Quarantine,Failure,Firewall
79711,28,Quarantine,Success,WAF
79712,39,Quarantine,Failure,Antivirus
79713,20,Quarantine,Failure,Firewall
79714,13,Patch,Success,Firewall
79715,25,Patch,Success,SIEM
79716,75,Block IP,Success,VPN
79717,159,Reset Credentials,Failure,IDS
79718,173,Block IP,Success,SIEM
79719,110,Block IP,Failure,SIEM
79720,26,Containment,Failure,Endpoint Detection
79721,34,Quarantine,Success,MFA
79722,101,Reset Credentials,Success,Endpoint Detection
79723,128,Quarantine,Success,Firewall
79724,49,Patch,Failure,Antivirus
79725,55,Reset Credentials,Failure,IDS
79726,87,Containment,Success,MFA
79727,108,Containment,Failure,Endpoint Detection
79728,63,Containment,Failure,Firewall
79729,153,Containment,Success,Antivirus
79730,175,Block IP,Success,MFA
79731,166,Block IP,Success,SIEM
79732,166,Block IP,Success,Firewall
79733,175,Quarantine,Failure,Firewall
79734,147,Containment,Success,VPN
79735,41,Reset Credentials,Success,Endpoint Detection
79736,16,Block IP,Success,SIEM
79737,104,Containment,Failure,SIEM
79738,158,Quarantine,Failure,WAF
79739,7,Quarantine,Failure,VPN
79740,100,Reset Credentials,Success,VPN
79741,149,Patch,Failure,Antivirus
79742,2,Quarantine,Failure,MFA
79743,112,Patch,Failure,Endpoint Detection
79744,41,Patch,Success,Firewall
79745,54,Reset Credentials,Failure,VPN
79746,14,Containment,Success,Firewall
79747,59,Block IP,Success,WAF
79748,52,Patch,Failure,Endpoint Detection
79749,78,Reset Credentials,Success,Endpoint Detection
79750,39,Containment,Failure,Endpoint Detection
79751,108,Block IP,Success,MFA
79752,25,Quarantine,Failure,MFA
79753,2,Reset Credentials,Failure,MFA
79754,65,Block IP,Success,Antivirus
79755,43,Containment,Success,Firewall
79756,39,Containment,Success,Firewall
79757,11,Reset Credentials,Failure,Firewall
79758,155,Containment,Failure,SIEM
79759,42,Reset Credentials,Failure,IDS
79760,104,Patch,Failure,IDS
79761,150,Containment,Success,Firewall
79762,180,Containment,Failure,Antivirus
79763,3,Block IP,Failure,MFA
79764,127,Reset Credentials,Success,SIEM
79765,175,Reset Credentials,Failure,MFA
79766,171,Block IP,Success,Antivirus
79767,21,Containment,Failure,WAF
79768,27,Patch,Success,MFA
79769,135,Patch,Success,Endpoint Detection
79770,138,Block IP,Failure,Endpoint Detection
79771,140,Containment,Failure,IDS
79772,59,Containment,Failure,Endpoint Detection
79773,71,Block IP,Success,Endpoint Detection
79774,112,Containment,Failure,Endpoint Detection
79775,64,Patch,Success,MFA
79776,144,Containment,Success,SIEM
79777,86,Containment,Failure,SIEM
79778,149,Patch,Failure,Endpoint Detection
79779,176,Block IP,Success,SIEM
79780,179,Block IP,Success,WAF
79781,115,Containment,Failure,VPN
79782,119,Reset Credentials,Success,VPN
79783,66,Block IP,Success,MFA
79784,57,Quarantine,Success,Firewall
79785,117,Reset Credentials,Success,Firewall
79786,101,Quarantine,Success,MFA
79787,42,Patch,Failure,MFA
79788,107,Reset Credentials,Failure,Firewall
79789,68,Containment,Failure,IDS
79790,112,Block IP,Failure,WAF
79791,5,Reset Credentials,Success,Antivirus
79792,27,Patch,Failure,IDS
79793,56,Reset Credentials,Failure,Antivirus
79794,148,Quarantine,Success,Firewall
79795,22,Reset Credentials,Failure,Antivirus
79796,96,Quarantine,Failure,SIEM
79797,139,Block IP,Failure,MFA
79798,75,Containment,Success,VPN
79799,17,Reset Credentials,Failure,IDS
79800,164,Reset Credentials,Failure,WAF
79801,79,Quarantine,Success,WAF
79802,83,Reset Credentials,Failure,MFA
79803,82,Patch,Success,SIEM
79804,116,Reset Credentials,Success,VPN
79805,145,Block IP,Failure,Endpoint Detection
79806,118,Reset Credentials,Failure,WAF
79807,179,Patch,Success,SIEM
79808,3,Quarantine,Failure,Antivirus
79809,162,Patch,Success,Firewall
79810,27,Block IP,Success,IDS
79811,82,Containment,Success,MFA
79812,50,Reset Credentials,Success,MFA
79813,140,Patch,Failure,Antivirus
79814,127,Containment,Failure,VPN
79815,106,Quarantine,Success,IDS
79816,19,Reset Credentials,Success,Firewall
79817,51,Containment,Success,MFA
79818,168,Block IP,Failure,VPN
79819,57,Reset Credentials,Failure,Firewall
79820,7,Block IP,Failure,Endpoint Detection
79821,178,Quarantine,Failure,Antivirus
79822,105,Quarantine,Success,MFA
79823,155,Block IP,Failure,VPN
79824,20,Quarantine,Success,WAF
79825,168,Reset Credentials,Failure,Endpoint Detection
79826,118,Reset Credentials,Success,VPN
79827,31,Containment,Failure,IDS
79828,37,Patch,Success,MFA
79829,48,Reset Credentials,Failure,Endpoint Detection
79830,56,Quarantine,Failure,Antivirus
79831,134,Containment,Success,Antivirus
79832,113,Patch,Success,Antivirus
79833,96,Quarantine,Failure,Firewall
79834,168,Containment,Failure,IDS
79835,72,Block IP,Success,Antivirus
79836,58,Reset Credentials,Failure,Firewall
79837,112,Containment,Failure,SIEM
79838,142,Patch,Success,MFA
79839,99,Containment,Failure,Endpoint Detection
79840,16,Patch,Success,WAF
79841,45,Containment,Success,Antivirus
79842,2,Quarantine,Failure,IDS
79843,16,Reset Credentials,Success,SIEM
79844,44,Patch,Success,IDS
79845,130,Reset Credentials,Failure,SIEM
79846,106,Containment,Success,IDS
79847,150,Reset Credentials,Failure,SIEM
79848,81,Containment,Success,Endpoint Detection
79849,3,Containment,Success,Antivirus
79850,68,Quarantine,Success,MFA
79851,156,Containment,Failure,MFA
79852,15,Reset Credentials,Success,MFA
79853,153,Patch,Failure,SIEM
79854,124,Containment,Success,Antivirus
79855,109,Containment,Failure,WAF
79856,67,Block IP,Failure,VPN
79857,125,Patch,Failure,MFA
79858,120,Quarantine,Success,Endpoint Detection
79859,177,Patch,Failure,Antivirus
79860,32,Patch,Failure,IDS
79861,156,Reset Credentials,Success,SIEM
79862,11,Block IP,Success,SIEM
79863,27,Reset Credentials,Failure,MFA
79864,95,Quarantine,Failure,Firewall
79865,70,Quarantine,Failure,VPN
79866,10,Reset Credentials,Success,Endpoint Detection
79867,57,Block IP,Success,MFA
79868,169,Containment,Success,MFA
79869,102,Quarantine,Success,Endpoint Detection
79870,20,Containment,Success,MFA
79871,14,Reset Credentials,Success,SIEM
79872,100,Reset Credentials,Success,SIEM
79873,23,Reset Credentials,Failure,IDS
79874,176,Block IP,Success,Endpoint Detection
79875,148,Reset Credentials,Failure,WAF
79876,13,Block IP,Success,Firewall
79877,43,Quarantine,Success,VPN
79878,5,Patch,Success,SIEM
79879,24,Patch,Success,Endpoint Detection
79880,71,Block IP,Failure,IDS
79881,126,Containment,Failure,Endpoint Detection
79882,125,Patch,Success,MFA
79883,130,Block IP,Failure,IDS
79884,175,Block IP,Failure,VPN
79885,163,Quarantine,Success,IDS
79886,164,Containment,Failure,Endpoint Detection
79887,138,Containment,Success,MFA
79888,12,Block IP,Failure,WAF
79889,161,Reset Credentials,Failure,IDS
79890,56,Patch,Failure,Firewall
79891,176,Containment,Success,Antivirus
79892,73,Containment,Failure,VPN
79893,79,Containment,Failure,MFA
79894,170,Reset Credentials,Failure,IDS
79895,124,Reset Credentials,Success,VPN
79896,139,Patch,Success,SIEM
79897,33,Block IP,Success,Endpoint Detection
79898,152,Reset Credentials,Success,IDS
79899,43,Patch,Success,SIEM
79900,151,Containment,Failure,Antivirus
79901,139,Reset Credentials,Failure,MFA
79902,35,Quarantine,Success,SIEM
79903,115,Patch,Failure,Firewall
79904,26,Quarantine,Success,WAF
79905,8,Reset Credentials,Failure,Antivirus
79906,160,Reset Credentials,Failure,IDS
79907,28,Quarantine,Failure,Antivirus
79908,67,Containment,Failure,MFA
79909,45,Reset Credentials,Success,Antivirus
79910,59,Reset Credentials,Success,Antivirus
79911,160,Block IP,Failure,Endpoint Detection
79912,168,Patch,Success,SIEM
79913,144,Patch,Success,VPN
79914,75,Reset Credentials,Success,Endpoint Detection
79915,99,Patch,Failure,VPN
79916,154,Containment,Failure,Endpoint Detection
79917,84,Reset Credentials,Failure,MFA
79918,62,Reset Credentials,Failure,WAF
79919,34,Quarantine,Failure,VPN
79920,21,Reset Credentials,Failure,Firewall
79921,170,Block IP,Failure,Endpoint Detection
79922,113,Containment,Success,Antivirus
79923,46,Reset Credentials,Failure,Firewall
79924,3,Reset Credentials,Success,Endpoint Detection
79925,23,Block IP,Success,IDS
79926,2,Patch,Failure,MFA
79927,52,Containment,Success,Antivirus
79928,106,Containment,Success,MFA
79929,61,Containment,Failure,Endpoint Detection
79930,142,Patch,Failure,SIEM
79931,100,Quarantine,Success,WAF
79932,45,Quarantine,Failure,VPN
79933,64,Block IP,Success,VPN
79934,147,Containment,Success,SIEM
79935,30,Patch,Failure,Endpoint Detection
79936,117,Block IP,Failure,MFA
79937,14,Containment,Failure,SIEM
79938,27,Patch,Success,Firewall
79939,55,Quarantine,Failure,MFA
79940,180,Reset Credentials,Success,IDS
79941,175,Reset Credentials,Failure,MFA
79942,154,Block IP,Success,Antivirus
79943,151,Quarantine,Failure,IDS
79944,52,Quarantine,Failure,VPN
79945,27,Quarantine,Failure,Antivirus
79946,84,Block IP,Success,Firewall
79947,120,Reset Credentials,Failure,MFA
79948,39,Block IP,Failure,MFA
79949,16,Block IP,Failure,IDS
79950,23,Quarantine,Success,SIEM
79951,148,Quarantine,Failure,Firewall
79952,114,Patch,Success,IDS
79953,78,Quarantine,Success,WAF
79954,49,Patch,Failure,IDS
79955,42,Quarantine,Success,SIEM
79956,92,Block IP,Failure,Endpoint Detection
79957,67,Containment,Failure,VPN
79958,156,Reset Credentials,Failure,IDS
79959,38,Reset Credentials,Success,Endpoint Detection
79960,172,Containment,Success,VPN
79961,154,Reset Credentials,Success,SIEM
79962,50,Patch,Failure,WAF
79963,34,Block IP,Failure,Endpoint Detection
79964,25,Reset Credentials,Success,VPN
79965,54,Patch,Failure,Firewall
79966,53,Reset Credentials,Failure,Firewall
79967,55,Patch,Failure,Antivirus
79968,74,Containment,Success,MFA
79969,127,Patch,Success,Antivirus
79970,54,Block IP,Success,SIEM
79971,84,Quarantine,Success,Endpoint Detection
79972,7,Reset Credentials,Failure,SIEM
79973,143,Containment,Failure,MFA
79974,166,Containment,Failure,MFA
79975,169,Quarantine,Failure,IDS
79976,24,Block IP,Failure,VPN
79977,115,Patch,Failure,WAF
79978,171,Reset Credentials,Failure,VPN
79979,90,Reset Credentials,Failure,IDS
79980,153,Containment,Failure,SIEM
79981,21,Reset Credentials,Failure,SIEM
79982,104,Reset Credentials,Success,Endpoint Detection
79983,167,Quarantine,Failure,VPN
79984,41,Patch,Failure,MFA
79985,17,Reset Credentials,Failure,IDS
79986,153,Containment,Success,MFA
79987,55,Patch,Success,SIEM
79988,28,Block IP,Failure,VPN
79989,98,Patch,Failure,WAF
79990,179,Containment,Success,Firewall
79991,63,Containment,Success,MFA
79992,7,Block IP,Failure,IDS
79993,178,Block IP,Failure,Firewall
79994,68,Quarantine,Failure,IDS
79995,157,Reset Credentials,Failure,Antivirus
79996,118,Block IP,Failure,VPN
79997,38,Block IP,Success,Firewall
79998,152,Reset Credentials,Success,SIEM
79999,4,Containment,Success,WAF
80000,106,Containment,Failure,WAF
80001,7,Quarantine,Failure,IDS
80002,99,Block IP,Success,Endpoint Detection
80003,152,Patch,Failure,Firewall
80004,23,Patch,Failure,WAF
80005,37,Quarantine,Success,Firewall
80006,123,Block IP,Failure,WAF
80007,133,Quarantine,Failure,SIEM
80008,74,Quarantine,Success,WAF
80009,145,Block IP,Failure,MFA
80010,136,Patch,Success,SIEM
80011,109,Block IP,Success,VPN
80012,72,Patch,Success,WAF
80013,28,Patch,Failure,Endpoint Detection
80014,158,Block IP,Failure,Endpoint Detection
80015,21,Block IP,Failure,IDS
80016,166,Patch,Success,VPN
80017,78,Patch,Success,MFA
80018,159,Quarantine,Success,IDS
80019,176,Quarantine,Failure,SIEM
80020,64,Containment,Failure,IDS
80021,173,Containment,Failure,VPN
80022,104,Quarantine,Success,Endpoint Detection
80023,50,Patch,Success,IDS
80024,111,Patch,Failure,Antivirus
80025,48,Containment,Success,SIEM
80026,36,Containment,Success,SIEM
80027,130,Containment,Failure,Antivirus
80028,137,Quarantine,Success,MFA
80029,59,Patch,Success,WAF
80030,170,Patch,Failure,Endpoint Detection
80031,11,Patch,Failure,VPN
80032,5,Block IP,Failure,WAF
80033,54,Quarantine,Success,SIEM
80034,152,Containment,Failure,Firewall
80035,51,Patch,Success,Firewall
80036,154,Block IP,Success,Endpoint Detection
80037,159,Reset Credentials,Success,SIEM
80038,118,Containment,Success,Antivirus
80039,1,Containment,Success,SIEM
80040,27,Patch,Failure,IDS
80041,68,Containment,Failure,Antivirus
80042,43,Quarantine,Failure,IDS
80043,89,Containment,Failure,Endpoint Detection
80044,120,Reset Credentials,Success,Antivirus
80045,65,Reset Credentials,Success,VPN
80046,13,Block IP,Failure,MFA
80047,139,Reset Credentials,Success,Firewall
80048,140,Containment,Failure,IDS
80049,96,Patch,Failure,Endpoint Detection
80050,159,Containment,Failure,Endpoint Detection
80051,60,Patch,Success,MFA
80052,54,Patch,Success,MFA
80053,153,Patch,Success,MFA
80054,140,Containment,Success,VPN
80055,23,Patch,Success,WAF
80056,179,Quarantine,Failure,Endpoint Detection
80057,19,Quarantine,Failure,SIEM
80058,100,Quarantine,Success,WAF
80059,28,Reset Credentials,Failure,SIEM
80060,81,Quarantine,Success,IDS
80061,90,Containment,Success,Antivirus
80062,100,Patch,Failure,Antivirus
80063,139,Quarantine,Failure,Firewall
80064,88,Quarantine,Success,MFA
80065,75,Quarantine,Failure,WAF
80066,168,Containment,Success,Firewall
80067,92,Reset Credentials,Success,MFA
80068,171,Containment,Success,SIEM
80069,41,Quarantine,Success,Firewall
80070,165,Containment,Failure,Antivirus
80071,171,Block IP,Failure,SIEM
80072,128,Containment,Success,Firewall
80073,19,Reset Credentials,Success,SIEM
80074,163,Quarantine,Failure,Antivirus
80075,90,Reset Credentials,Failure,Firewall
80076,164,Quarantine,Success,Antivirus
80077,144,Containment,Failure,WAF
80078,122,Containment,Failure,VPN
80079,17,Containment,Failure,IDS
80080,117,Patch,Success,WAF
80081,84,Patch,Failure,Endpoint Detection
80082,14,Patch,Failure,MFA
80083,18,Quarantine,Success,SIEM
80084,128,Reset Credentials,Failure,IDS
80085,135,Block IP,Success,Firewall
80086,167,Quarantine,Success,Endpoint Detection
80087,2,Quarantine,Failure,VPN
80088,172,Containment,Success,Firewall
80089,91,Containment,Failure,Endpoint Detection
80090,82,Block IP,Failure,MFA
80091,46,Patch,Success,MFA
80092,169,Quarantine,Failure,MFA
80093,78,Quarantine,Failure,Antivirus
80094,173,Containment,Success,Firewall
80095,32,Containment,Failure,Firewall
80096,166,Block IP,Success,Firewall
80097,68,Quarantine,Success,IDS
80098,157,Reset Credentials,Failure,SIEM
80099,10,Reset Credentials,Failure,SIEM
80100,54,Quarantine,Failure,VPN
80101,56,Reset Credentials,Success,Endpoint Detection
80102,113,Quarantine,Success,MFA
80103,88,Quarantine,Success,Firewall
80104,100,Block IP,Failure,WAF
80105,111,Quarantine,Failure,MFA
80106,27,Block IP,Failure,Endpoint Detection
80107,116,Quarantine,Failure,VPN
80108,136,Patch,Failure,Antivirus
80109,149,Reset Credentials,Success,IDS
80110,30,Patch,Success,Antivirus
80111,94,Patch,Success,IDS
80112,68,Containment,Failure,Endpoint Detection
80113,80,Quarantine,Success,IDS
80114,159,Block IP,Success,MFA
80115,23,Block IP,Failure,MFA
80116,101,Patch,Failure,Firewall
80117,36,Containment,Success,IDS
80118,50,Patch,Failure,SIEM
80119,172,Block IP,Success,MFA
80120,17,Patch,Success,IDS
80121,139,Quarantine,Failure,VPN
80122,17,Quarantine,Success,Endpoint Detection
80123,61,Reset Credentials,Success,MFA
80124,163,Block IP,Failure,Firewall
80125,17,Containment,Success,Endpoint Detection
80126,45,Reset Credentials,Success,WAF
80127,2,Patch,Success,Endpoint Detection
80128,16,Block IP,Failure,WAF
80129,5,Reset Credentials,Failure,IDS
80130,3,Patch,Failure,WAF
80131,99,Quarantine,Success,IDS
80132,78,Containment,Failure,IDS
80133,129,Containment,Failure,Endpoint Detection
80134,158,Patch,Failure,Firewall
80135,129,Reset Credentials,Failure,WAF
80136,112,Patch,Success,WAF
80137,113,Patch,Failure,Antivirus
80138,101,Reset Credentials,Failure,Endpoint Detection
80139,17,Block IP,Success,SIEM
80140,18,Reset Credentials,Failure,IDS
80141,43,Block IP,Success,MFA
80142,64,Block IP,Failure,MFA
80143,83,Reset Credentials,Success,Endpoint Detection
80144,109,Patch,Success,VPN
80145,61,Quarantine,Success,VPN
80146,37,Reset Credentials,Success,VPN
80147,50,Block IP,Failure,Antivirus
80148,137,Patch,Failure,Endpoint Detection
80149,37,Containment,Failure,Endpoint Detection
80150,166,Block IP,Failure,Endpoint Detection
80151,81,Quarantine,Success,Firewall
80152,109,Block IP,Success,Antivirus
80153,119,Quarantine,Success,IDS
80154,9,Quarantine,Failure,MFA
80155,7,Reset Credentials,Failure,VPN
80156,124,Quarantine,Failure,VPN
80157,132,Block IP,Failure,IDS
80158,25,Containment,Success,MFA
80159,138,Containment,Success,IDS
80160,61,Patch,Failure,Endpoint Detection
80161,129,Block IP,Success,WAF
80162,26,Quarantine,Success,WAF
80163,73,Reset Credentials,Failure,MFA
80164,179,Block IP,Failure,Antivirus
80165,113,Patch,Failure,SIEM
80166,126,Quarantine,Success,IDS
80167,149,Patch,Failure,MFA
80168,147,Quarantine,Failure,Antivirus
80169,115,Quarantine,Failure,Firewall
80170,13,Reset Credentials,Success,Firewall
80171,72,Containment,Success,SIEM
80172,169,Containment,Success,Endpoint Detection
80173,11,Patch,Failure,MFA
80174,138,Block IP,Success,IDS
80175,70,Patch,Failure,VPN
80176,45,Reset Credentials,Failure,SIEM
80177,138,Reset Credentials,Failure,Endpoint Detection
80178,2,Block IP,Failure,MFA
80179,40,Block IP,Success,Endpoint Detection
80180,131,Block IP,Failure,Antivirus
80181,8,Patch,Success,Endpoint Detection
80182,177,Block IP,Success,Endpoint Detection
80183,29,Containment,Failure,SIEM
80184,5,Quarantine,Success,SIEM
80185,82,Quarantine,Failure,Antivirus
80186,89,Containment,Success,Antivirus
80187,1,Reset Credentials,Failure,SIEM
80188,129,Reset Credentials,Failure,MFA
80189,107,Quarantine,Failure,Firewall
80190,69,Quarantine,Success,IDS
80191,168,Patch,Success,IDS
80192,66,Reset Credentials,Success,Endpoint Detection
80193,126,Patch,Failure,Firewall
80194,70,Quarantine,Success,Firewall
80195,101,Quarantine,Failure,WAF
80196,5,Quarantine,Success,Antivirus
80197,9,Patch,Success,MFA
80198,68,Block IP,Success,WAF
80199,145,Patch,Success,Endpoint Detection
80200,104,Patch,Failure,VPN
80201,151,Containment,Success,SIEM
80202,168,Block IP,Failure,Antivirus
80203,1,Containment,Failure,SIEM
80204,154,Block IP,Failure,Endpoint Detection
80205,40,Containment,Failure,VPN
80206,94,Patch,Failure,IDS
80207,83,Quarantine,Success,Endpoint Detection
80208,142,Containment,Success,MFA
80209,115,Reset Credentials,Failure,MFA
80210,156,Containment,Success,WAF
80211,148,Patch,Failure,Firewall
80212,128,Reset Credentials,Failure,Endpoint Detection
80213,145,Patch,Success,WAF
80214,117,Quarantine,Success,MFA
80215,63,Reset Credentials,Success,Firewall
80216,124,Patch,Failure,Antivirus
80217,40,Containment,Success,Antivirus
80218,12,Containment,Success,WAF
80219,73,Containment,Failure,SIEM
80220,168,Patch,Failure,VPN
80221,88,Block IP,Success,MFA
80222,70,Block IP,Failure,SIEM
80223,23,Patch,Success,MFA
80224,20,Reset Credentials,Success,MFA
80225,111,Containment,Failure,WAF
80226,152,Reset Credentials,Failure,Antivirus
80227,74,Containment,Failure,VPN
80228,93,Reset Credentials,Failure,Endpoint Detection
80229,54,Block IP,Success,VPN
80230,136,Block IP,Success,WAF
80231,40,Containment,Success,WAF
80232,130,Containment,Failure,SIEM
80233,27,Block IP,Failure,SIEM
80234,5,Block IP,Success,Antivirus
80235,132,Patch,Success,SIEM
80236,128,Containment,Success,Endpoint Detection
80237,2,Quarantine,Success,VPN
80238,38,Patch,Success,Firewall
80239,156,Block IP,Success,Endpoint Detection
80240,4,Reset Credentials,Failure,Firewall
80241,128,Reset Credentials,Failure,MFA
80242,47,Reset Credentials,Failure,Firewall
80243,42,Block IP,Success,WAF
80244,95,Patch,Success,SIEM
80245,145,Block IP,Failure,SIEM
80246,57,Quarantine,Success,Endpoint Detection
80247,15,Patch,Failure,VPN
80248,36,Reset Credentials,Failure,WAF
80249,155,Patch,Success,IDS
80250,71,Block IP,Success,Firewall
80251,84,Reset Credentials,Failure,Firewall
80252,122,Reset Credentials,Success,Firewall
80253,99,Block IP,Failure,WAF
80254,47,Containment,Failure,Antivirus
80255,25,Reset Credentials,Success,IDS
80256,155,Quarantine,Failure,Endpoint Detection
80257,20,Reset Credentials,Success,IDS
80258,159,Reset Credentials,Failure,MFA
80259,4,Containment,Success,WAF
80260,114,Quarantine,Failure,Firewall
80261,49,Block IP,Failure,Endpoint Detection
80262,173,Reset Credentials,Success,MFA
80263,175,Block IP,Failure,MFA
80264,74,Block IP,Success,IDS
80265,110,Quarantine,Failure,WAF
80266,123,Block IP,Success,WAF
80267,19,Patch,Success,IDS
80268,124,Patch,Failure,SIEM
80269,129,Patch,Failure,Endpoint Detection
80270,63,Patch,Success,Firewall
80271,60,Quarantine,Failure,Antivirus
80272,76,Patch,Failure,IDS
80273,120,Patch,Failure,MFA
80274,92,Block IP,Failure,WAF
80275,134,Reset Credentials,Failure,SIEM
80276,102,Reset Credentials,Success,VPN
80277,124,Containment,Failure,Antivirus
80278,23,Quarantine,Success,WAF
80279,54,Containment,Success,WAF
80280,167,Reset Credentials,Failure,WAF
80281,102,Reset Credentials,Success,Endpoint Detection
80282,87,Reset Credentials,Failure,WAF
80283,7,Block IP,Failure,Firewall
80284,96,Reset Credentials,Failure,WAF
80285,90,Quarantine,Failure,Endpoint Detection
80286,79,Patch,Success,IDS
80287,94,Patch,Success,SIEM
80288,79,Patch,Success,WAF
80289,52,Quarantine,Success,Antivirus
80290,65,Quarantine,Success,WAF
80291,47,Containment,Failure,VPN
80292,20,Containment,Failure,Endpoint Detection
80293,113,Containment,Failure,Firewall
80294,39,Quarantine,Failure,VPN
80295,167,Containment,Failure,Antivirus
80296,131,Reset Credentials,Success,MFA
80297,39,Patch,Success,VPN
80298,68,Patch,Success,IDS
80299,37,Patch,Failure,VPN
80300,44,Block IP,Success,Firewall
80301,11,Quarantine,Failure,MFA
80302,47,Quarantine,Success,IDS
80303,163,Block IP,Failure,IDS
80304,73,Containment,Failure,IDS
80305,36,Containment,Success,Firewall
80306,89,Containment,Success,Firewall
80307,23,Block IP,Failure,VPN
80308,97,Reset Credentials,Failure,Firewall
80309,22,Block IP,Success,Firewall
80310,98,Quarantine,Failure,MFA
80311,72,Quarantine,Failure,WAF
80312,40,Block IP,Failure,Firewall
80313,89,Containment,Failure,WAF
80314,155,Quarantine,Failure,MFA
80315,33,Containment,Failure,Firewall
80316,79,Containment,Success,VPN
80317,177,Quarantine,Failure,Endpoint Detection
80318,20,Quarantine,Failure,Endpoint Detection
80319,150,Block IP,Success,Endpoint Detection
80320,178,Patch,Failure,VPN
80321,54,Quarantine,Success,Firewall
80322,159,Block IP,Failure,WAF
80323,9,Patch,Failure,SIEM
80324,91,Patch,Success,SIEM
80325,162,Quarantine,Success,Endpoint Detection
80326,46,Block IP,Success,SIEM
80327,39,Block IP,Success,MFA
80328,34,Containment,Failure,VPN
80329,136,Reset Credentials,Success,Antivirus
80330,122,Containment,Success,VPN
80331,80,Patch,Success,Firewall
80332,24,Reset Credentials,Failure,Firewall
80333,45,Patch,Success,VPN
80334,87,Reset Credentials,Success,WAF
80335,75,Containment,Success,SIEM
80336,161,Patch,Success,MFA
80337,142,Reset Credentials,Failure,Endpoint Detection
80338,105,Block IP,Success,WAF
80339,171,Quarantine,Success,Firewall
80340,10,Quarantine,Success,WAF
80341,109,Block IP,Failure,Antivirus
80342,168,Patch,Success,MFA
80343,132,Reset Credentials,Failure,Firewall
80344,115,Block IP,Failure,WAF
80345,88,Patch,Success,Firewall
80346,155,Reset Credentials,Success,VPN
80347,14,Reset Credentials,Success,SIEM
80348,42,Block IP,Failure,MFA
80349,46,Quarantine,Success,Firewall
80350,96,Containment,Success,MFA
80351,79,Quarantine,Success,Firewall
80352,128,Containment,Failure,VPN
80353,48,Patch,Failure,Antivirus
80354,62,Quarantine,Failure,SIEM
80355,168,Containment,Success,Endpoint Detection
80356,45,Reset Credentials,Success,SIEM
80357,46,Patch,Success,WAF
80358,43,Reset Credentials,Success,Antivirus
80359,95,Block IP,Failure,WAF
80360,89,Patch,Failure,VPN
80361,24,Reset Credentials,Failure,IDS
80362,179,Patch,Success,Endpoint Detection
80363,160,Containment,Failure,SIEM
80364,17,Containment,Failure,MFA
80365,133,Quarantine,Failure,WAF
80366,21,Patch,Success,SIEM
80367,177,Reset Credentials,Failure,IDS
80368,108,Reset Credentials,Failure,SIEM
80369,10,Block IP,Failure,SIEM
80370,77,Quarantine,Success,IDS
80371,73,Containment,Failure,Endpoint Detection
80372,77,Reset Credentials,Failure,MFA
80373,50,Containment,Failure,Antivirus
80374,59,Reset Credentials,Success,SIEM
80375,158,Containment,Failure,Endpoint Detection
80376,12,Patch,Failure,Endpoint Detection
80377,39,Patch,Success,IDS
80378,93,Block IP,Failure,MFA
80379,114,Patch,Failure,IDS
80380,154,Reset Credentials,Failure,Antivirus
80381,62,Block IP,Success,WAF
80382,117,Reset Credentials,Failure,Firewall
80383,156,Reset Credentials,Failure,IDS
80384,159,Containment,Success,Firewall
80385,81,Containment,Success,IDS
80386,62,Containment,Success,WAF
80387,155,Patch,Success,MFA
80388,159,Containment,Failure,IDS
80389,74,Containment,Failure,SIEM
80390,117,Patch,Success,Firewall
80391,62,Patch,Success,IDS
80392,7,Block IP,Success,SIEM
80393,18,Block IP,Success,WAF
80394,41,Quarantine,Failure,Antivirus
80395,180,Reset Credentials,Success,SIEM
80396,33,Block IP,Failure,IDS
80397,161,Reset Credentials,Failure,SIEM
80398,122,Reset Credentials,Failure,VPN
80399,40,Reset Credentials,Success,MFA
80400,105,Reset Credentials,Success,SIEM
80401,69,Containment,Success,WAF
80402,77,Patch,Success,WAF
80403,174,Containment,Failure,WAF
80404,48,Containment,Success,WAF
80405,115,Block IP,Failure,Firewall
80406,146,Patch,Success,Endpoint Detection
80407,76,Reset Credentials,Success,Antivirus
80408,18,Reset Credentials,Failure,IDS
80409,116,Quarantine,Failure,Antivirus
80410,8,Reset Credentials,Success,VPN
80411,164,Reset Credentials,Success,MFA
80412,137,Containment,Failure,MFA
80413,77,Quarantine,Failure,Firewall
80414,115,Patch,Failure,WAF
80415,130,Quarantine,Success,MFA
80416,39,Patch,Success,Antivirus
80417,76,Containment,Success,MFA
80418,122,Patch,Success,MFA
