incident_key,time_key,location_key,industry_key,attack_type,attack_severity,data_compromised_GB,attack_duration_min,response_time_min,outcome,TSI_score
82177,82177,10,8,Zero-Day Exploit,5,57.22,111,71,Failure,4.899933333333333
82178,82178,6,4,DDoS,3,64.44,183,88,Failure,4.599866666666666
82179,82179,10,7,Brute Force,3,99.34,288,81,Success,5.530200000000001
82180,82180,8,6,SQL Injection,2,26.8,16,31,Success,2.1206666666666667
82181,82181,8,4,Ransomware,2,71.94,132,22,Success,3.3248666666666664
82182,82182,8,2,SQL Injection,1,73.36,41,26,Failure,3.034133333333333
82183,82183,4,1,Zero-Day Exploit,4,57.6,152,79,Failure,4.644666666666667
82184,82184,6,2,DDoS,3,74.53,98,13,Success,3.6525666666666665
82185,82185,2,5,Ransomware,6,39.25,2,162,Failure,6.2775
82186,82186,1,4,Phishing,1,88.75,283,28,Success,3.529166666666667
82187,82187,2,4,SQL Injection,10,87.74,38,59,Failure,7.615533333333333
82188,82188,3,1,Ransomware,10,41.56,49,26,Failure,5.680133333333334
82189,82189,4,1,SQL Injection,6,9.28,201,176,Failure,5.6117333333333335
82190,82190,4,2,SQL Injection,7,23.16,16,101,Success,5.178133333333333
82191,82191,5,7,Brute Force,10,96.59,175,125,Failure,8.981033333333333
82192,82192,5,7,Cross-Site Scripting,6,47.3,151,140,Failure,6.152333333333333
82193,82193,9,6,Malware,3,2.84,241,130,Failure,3.4518666666666666
82194,82194,7,3,Ransomware,4,30.81,280,82,Failure,3.8909666666666665
82195,82195,10,5,Zero-Day Exploit,8,58.07,148,108,Failure,6.7421
82196,82196,8,7,Malware,6,56.1,286,58,Success,5.049666666666667
82197,82197,5,5,Brute Force,8,47.13,257,52,Failure,5.480566666666666
82198,82198,7,3,SQL Injection,3,41.49,150,166,Success,5.211366666666667
82199,82199,6,3,Ransomware,8,13.42,147,158,Success,6.2359333333333336
82200,82200,5,2,DDoS,8,19.93,163,39,Success,4.447900000000001
82201,82201,2,8,Cross-Site Scripting,10,79.26,263,80,Failure,7.711133333333334
82202,82202,4,1,DDoS,2,99.2,254,86,Failure,5.209333333333333
82203,82203,2,3,DDoS,8,91.92,184,109,Success,7.774266666666667
82204,82204,2,8,Ransomware,6,8.12,278,141,Success,4.9936
82205,82205,1,5,Ransomware,9,69.04,27,64,Success,6.737866666666666
82206,82206,3,6,Brute Force,8,85.44,77,166,Failure,8.529866666666667
82207,82207,8,1,Phishing,3,90.61,76,108,Failure,5.718299999999999
82208,82208,5,5,DDoS,7,69.91,261,151,Success,7.413966666666666
82209,82209,7,6,DDoS,2,73.91,235,67,Success,4.133966666666666
82210,82210,8,4,DDoS,5,19.29,294,20,Success,2.9120333333333335
82211,82211,5,5,Brute Force,10,73.31,243,117,Failure,8.149299999999998
82212,82212,10,3,Phishing,5,91.21,48,140,Success,7.069633333333333
82213,82213,9,6,Brute Force,6,33.42,2,166,Success,6.169266666666667
82214,82214,3,3,Brute Force,4,63.17,259,69,Failure,4.645099999999999
82215,82215,3,8,SQL Injection,9,57.43,102,54,Failure,6.222900000000001
82216,82216,5,6,Ransomware,2,34.99,292,44,Failure,2.5830333333333333
82217,82217,7,4,Zero-Day Exploit,3,14.89,5,20,Failure,1.9800333333333335
82218,82218,8,8,Phishing,9,63.51,168,113,Success,7.388633333333333
82219,82219,7,3,Malware,4,9.91,196,51,Failure,2.7473
82220,82220,5,2,Zero-Day Exploit,5,29.36,197,136,Failure,5.147466666666666
82221,82221,8,4,SQL Injection,5,42.81,252,123,Failure,5.334300000000001
82222,82222,5,6,SQL Injection,9,49.1,42,172,Failure,7.9396666666666675
82223,82223,3,7,Zero-Day Exploit,3,39.64,26,95,Failure,3.9725333333333337
82224,82224,1,6,Cross-Site Scripting,10,67.28,178,62,Failure,7.051733333333333
82225,82225,8,6,Phishing,5,50.39,121,171,Failure,6.3617
82226,82226,5,7,Cross-Site Scripting,2,83.61,161,2,Success,3.3416333333333332
82227,82227,6,4,Ransomware,10,73.37,242,75,Failure,7.4511
82228,82228,6,3,SQL Injection,4,23.01,70,9,Failure,2.4403
82229,82229,5,6,Ransomware,8,10.95,290,155,Failure,6.111833333333333
82230,82230,8,1,Ransomware,10,68.67,78,102,Success,7.7600999999999996
82231,82231,7,1,Malware,7,68.71,69,140,Success,7.194633333333333
82232,82232,5,6,Zero-Day Exploit,5,71.61,164,81,Success,5.4982999999999995
82233,82233,10,4,Zero-Day Exploit,1,46.21,290,125,Failure,3.8696333333333337
82234,82234,9,6,Cross-Site Scripting,6,25.1,245,169,Failure,5.969666666666667
82235,82235,1,8,SQL Injection,5,49.35,274,94,Success,5.047166666666667
82236,82236,3,6,Phishing,4,5.45,110,100,Success,3.4301666666666666
82237,82237,10,2,Ransomware,6,5.31,105,145,Success,4.975966666666666
82238,82238,9,3,SQL Injection,3,77.12,136,151,Failure,6.030266666666666
82239,82239,3,5,Zero-Day Exploit,9,62.29,44,18,Success,5.7687
82240,82240,3,2,DDoS,8,0.22,300,64,Success,4.273266666666667
82241,82241,7,1,Ransomware,4,51.23,244,42,Failure,3.8369
82242,82242,5,2,Malware,4,40.28,183,106,Failure,4.575066666666666
82243,82243,8,1,Phishing,3,70.69,298,162,Success,6.0207
82244,82244,3,1,Cross-Site Scripting,4,16.38,40,127,Success,4.208066666666667
82245,82245,1,5,Cross-Site Scripting,5,50.09,149,74,Failure,4.736033333333333
82246,82246,6,4,Ransomware,5,86.46,274,36,Success,5.1937999999999995
82247,82247,4,4,Phishing,5,16.04,47,156,Failure,5.0812
82248,82248,5,6,Malware,1,38.44,245,19,Failure,1.8698666666666666
82249,82249,4,8,Phishing,6,89.27,189,56,Success,6.011433333333334
82250,82250,1,5,Malware,10,47.1,47,8,Success,5.546333333333334
82251,82251,3,3,Ransomware,10,1.32,57,154,Failure,6.6062666666666665
82252,82252,2,7,Phishing,10,11.81,296,63,Failure,5.4043
82253,82253,6,3,DDoS,5,20.76,57,96,Failure,4.222799999999999
82254,82254,10,5,DDoS,10,63.71,163,36,Success,6.511299999999999
82255,82255,1,3,DDoS,6,22.38,176,56,Failure,4.004733333333334
82256,82256,4,2,Cross-Site Scripting,5,62.68,36,71,Failure,5.063733333333333
82257,82257,9,6,Brute Force,2,46.83,76,179,Failure,5.188233333333333
82258,82258,9,4,Brute Force,8,75.86,164,122,Success,7.509133333333333
82259,82259,1,4,Phishing,6,77.59,73,20,Success,5.0610333333333335
82260,82260,1,5,Zero-Day Exploit,1,32.05,53,113,Success,3.2448333333333332
82261,82261,10,1,Phishing,1,7.53,135,127,Failure,2.742566666666667
82262,82262,7,1,DDoS,8,17.35,188,153,Success,6.2705
82263,82263,2,4,Malware,8,98.57,125,112,Failure,8.023766666666667
82264,82264,9,5,Zero-Day Exploit,5,92.92,136,27,Failure,5.2376
82265,82265,2,3,SQL Injection,1,69.53,133,9,Failure,2.6359
82266,82266,8,1,Phishing,9,55.99,179,11,Failure,5.463033333333334
82267,82267,8,4,SQL Injection,4,2.9,97,89,Failure,3.1703333333333337
82268,82268,7,4,Cross-Site Scripting,3,90.32,277,174,Success,6.8096
82269,82269,3,5,DDoS,8,91.67,121,150,Failure,8.4501
82270,82270,10,1,Brute Force,2,67.61,103,87,Failure,4.2783
82271,82271,7,8,SQL Injection,9,34.47,74,13,Success,4.850766666666667
82272,82272,7,8,Cross-Site Scripting,7,14.56,90,129,Failure,5.3868
82273,82273,4,4,Brute Force,2,40.67,276,91,Success,3.536766666666667
82274,82274,4,4,DDoS,1,83.96,256,114,Success,4.8187999999999995
82275,82275,5,4,Ransomware,5,32.1,44,52,Success,3.8296666666666663
82276,82276,3,5,Malware,5,22.27,220,47,Success,3.451433333333333
82277,82277,10,4,Zero-Day Exploit,2,76.98,39,64,Failure,4.176066666666666
82278,82278,5,5,Malware,6,82.72,290,97,Failure,6.498266666666666
82279,82279,8,1,SQL Injection,1,57.78,190,158,Failure,4.766733333333333
82280,82280,5,3,Malware,8,67.26,214,7,Failure,5.334466666666667
82281,82281,7,8,Malware,6,18.74,279,35,Failure,3.545533333333333
82282,82282,10,7,DDoS,2,15.34,216,10,Success,1.4268666666666667
82283,82283,7,2,Ransomware,3,2.42,51,102,Success,2.9726
82284,82284,2,8,Cross-Site Scripting,4,28.49,45,67,Failure,3.5713666666666666
82285,82285,5,7,Ransomware,4,21.16,222,126,Failure,4.3347999999999995
82286,82286,10,8,Brute Force,2,58.96,117,134,Success,4.802133333333334
82287,82287,7,7,Ransomware,1,63.55,171,94,Failure,3.873166666666666
82288,82288,1,3,DDoS,4,88.85,79,129,Failure,6.4155
82289,82289,4,2,Cross-Site Scripting,10,37.17,261,100,Success,6.781766666666666
82290,82290,7,1,DDoS,4,31.3,173,50,Failure,3.3723333333333336
82291,82291,3,2,DDoS,2,86.23,271,105,Failure,5.136900000000001
82292,82292,3,2,Malware,10,49.31,187,76,Failure,6.745966666666667
82293,82293,3,4,Cross-Site Scripting,7,20.08,94,137,Failure,5.685733333333333
82294,82294,5,3,Ransomware,5,88.19,281,113,Success,6.529033333333333
82295,82295,10,4,Zero-Day Exploit,7,10.87,270,173,Success,6.009433333333334
82296,82296,7,2,SQL Injection,7,23.41,91,41,Success,4.1856333333333335
82297,82297,2,8,Malware,3,91.88,46,94,Success,5.523066666666667
82298,82298,7,4,Phishing,8,33.9,4,29,Failure,4.700333333333334
82299,82299,5,8,Brute Force,4,18.97,227,146,Success,4.602433333333334
82300,82300,7,5,Cross-Site Scripting,7,19.77,199,55,Success,4.309766666666667
82301,82301,6,4,Phishing,1,89.59,56,53,Failure,3.971033333333333
82302,82302,6,2,Brute Force,1,18.79,233,146,Success,3.397033333333333
82303,82303,10,8,Malware,1,13.26,50,109,Failure,2.6144666666666665
82304,82304,7,2,DDoS,9,78.04,160,94,Success,7.507866666666667
82305,82305,8,8,Malware,7,51.76,289,129,Success,6.502800000000001
82306,82306,7,6,Zero-Day Exploit,8,53.79,176,138,Success,7.113700000000001
82307,82307,4,4,Ransomware,6,94.13,209,58,Success,6.190566666666667
82308,82308,9,2,SQL Injection,3,56.95,296,69,Failure,4.0585
82309,82309,4,7,Ransomware,4,27.91,71,139,Success,4.753966666666667
82310,82310,5,4,DDoS,8,82.6,298,106,Success,7.4446666666666665
82311,82311,4,1,Ransomware,9,19.44,287,18,Failure,4.4832
82312,82312,2,4,Brute Force,7,33.77,71,97,Success,5.429766666666667
82313,82313,7,8,Cross-Site Scripting,4,17.8,65,59,Failure,3.1173333333333337
82314,82314,3,1,Brute Force,8,61.6,87,163,Failure,7.764666666666667
82315,82315,10,8,Ransomware,5,12.55,251,114,Failure,4.2765
82316,82316,10,4,Cross-Site Scripting,6,12.9,73,13,Failure,3.003666666666667
82317,82317,4,4,Ransomware,6,45.76,209,148,Failure,6.239466666666667
82318,82318,7,3,Zero-Day Exploit,8,92.14,198,38,Success,6.597533333333333
82319,82319,4,8,Cross-Site Scripting,9,27.55,129,128,Failure,6.559833333333334
82320,82320,9,6,DDoS,2,91.74,98,59,Failure,4.535533333333333
82321,82321,9,7,Phishing,5,94.3,70,116,Success,6.762333333333333
82322,82322,4,8,Cross-Site Scripting,7,60.16,245,101,Failure,6.288133333333333
82323,82323,7,1,Ransomware,9,99.43,258,144,Failure,8.9829
82324,82324,2,6,Cross-Site Scripting,1,9.53,37,123,Success,2.7359
82325,82325,7,2,Brute Force,1,44.08,206,147,Failure,4.1724
82326,82326,7,5,Zero-Day Exploit,9,97.61,38,113,Success,8.411633333333333
82327,82327,5,8,Cross-Site Scripting,7,75.2,178,136,Failure,7.322666666666667
82328,82328,6,8,Cross-Site Scripting,5,24.59,111,131,Failure,4.921033333333334
82329,82329,6,1,Phishing,3,93.86,167,132,Success,6.2158
82330,82330,10,1,Brute Force,2,52.69,295,79,Success,3.6973666666666665
82331,82331,5,2,DDoS,1,9.6,298,28,Success,1.1546666666666665
82332,82332,5,6,Ransomware,6,24.29,129,137,Failure,5.4120333333333335
82333,82333,8,2,Cross-Site Scripting,4,87.08,221,46,Failure,4.979066666666667
82334,82334,7,5,Malware,4,13.97,189,167,Success,4.802433333333334
82335,82335,10,7,Malware,7,23.1,170,115,Success,5.409666666666666
82336,82336,9,2,Brute Force,10,10.08,223,163,Success,7.019066666666667
82337,82337,6,3,Phishing,3,23.6,176,157,Failure,4.524666666666667
82338,82338,10,3,Ransomware,7,51.86,294,97,Success,5.972466666666667
82339,82339,5,8,SQL Injection,3,50.73,248,68,Failure,3.855233333333333
82340,82340,3,5,Cross-Site Scripting,8,69.29,73,165,Failure,8.0287
82341,82341,8,3,Ransomware,9,52.03,210,107,Failure,6.944233333333333
82342,82342,1,6,Zero-Day Exploit,1,99.89,41,40,Success,4.063366666666667
82343,82343,2,8,DDoS,2,91.07,17,48,Failure,4.3321
82344,82344,3,4,Cross-Site Scripting,8,76.47,33,115,Success,7.410766666666666
82345,82345,5,2,DDoS,7,47.23,296,144,Failure,6.616899999999999
82346,82346,2,5,Malware,5,88.79,135,170,Failure,7.497033333333334
82347,82347,7,7,Zero-Day Exploit,4,64.33,248,82,Failure,4.896566666666667
82348,82348,3,2,Ransomware,9,58.05,78,20,Success,5.674833333333333
82349,82349,8,3,Ransomware,1,24.89,212,87,Success,2.5967000000000002
82350,82350,9,7,Zero-Day Exploit,5,26.01,214,66,Failure,3.8803
82351,82351,10,5,Cross-Site Scripting,9,5.74,171,11,Success,3.9555333333333333
82352,82352,10,8,SQL Injection,1,13.22,104,112,Success,2.663266666666667
82353,82353,8,2,Phishing,8,55.59,117,84,Failure,6.2677000000000005
82354,82354,5,7,DDoS,10,96.49,251,109,Success,8.711366666666667
82355,82355,9,1,Zero-Day Exploit,6,21.93,73,134,Success,5.291233333333334
82356,82356,1,8,DDoS,7,49.02,184,167,Success,7.053933333333333
82357,82357,7,3,Malware,5,91.18,137,110,Success,6.568733333333334
82358,82358,8,3,Cross-Site Scripting,2,0.32,154,97,Failure,2.426266666666667
82359,82359,3,3,DDoS,5,33.2,206,62,Success,4.029333333333334
82360,82360,9,4,Malware,4,28.26,119,115,Success,4.364466666666667
82361,82361,4,5,DDoS,7,72.61,174,104,Success,6.711633333333333
82362,82362,7,2,Phishing,6,84.78,157,53,Failure,5.826733333333334
82363,82363,9,8,SQL Injection,8,69.12,36,148,Success,7.740266666666667
82364,82364,9,5,DDoS,1,5.65,195,69,Failure,1.7195
82365,82365,2,3,Cross-Site Scripting,3,57.37,287,108,Failure,4.7211
82366,82366,8,8,Ransomware,3,36.69,231,95,Failure,3.884033333333333
82367,82367,6,2,SQL Injection,2,29.66,59,40,Success,2.3564666666666665
82368,82368,10,5,Malware,6,24.87,253,152,Success,5.679433333333334
82369,82369,7,5,Brute Force,8,49.62,132,178,Failure,7.655266666666667
82370,82370,6,5,SQL Injection,3,71.81,51,90,Success,4.8543
82371,82371,8,4,DDoS,6,80.22,181,74,Success,6.039933333333334
82372,82372,5,2,Malware,1,3.54,187,163,Failure,3.2228666666666665
82373,82373,6,8,Ransomware,2,70.56,182,18,Success,3.2168
82374,82374,9,5,Malware,7,17.97,224,76,Success,4.605766666666667
82375,82375,9,4,Malware,6,76.1,174,71,Failure,5.866333333333333
82376,82376,6,1,Malware,8,68.36,60,25,Success,5.667466666666667
82377,82377,10,5,Cross-Site Scripting,9,98.88,70,131,Failure,8.749733333333333
82378,82378,3,4,Ransomware,8,58.92,227,60,Success,5.9676
82379,82379,1,2,SQL Injection,6,46.47,174,31,Failure,4.310766666666667
82380,82380,10,8,Malware,6,86.31,294,11,Success,5.172633333333334
82381,82381,2,8,Cross-Site Scripting,4,42.14,117,152,Failure,5.3975333333333335
82382,82382,7,6,SQL Injection,8,42.02,228,168,Success,7.2606
82383,82383,8,4,Ransomware,3,33.3,74,92,Failure,3.732333333333333
82384,82384,2,8,Brute Force,4,53.41,217,69,Failure,4.3523
82385,82385,9,5,DDoS,6,31.59,41,3,Success,3.3977000000000004
82386,82386,9,5,Malware,9,14.46,225,9,Failure,4.183800000000001
82387,82387,8,8,Ransomware,9,78.98,258,5,Failure,6.052733333333333
82388,82388,2,5,Zero-Day Exploit,5,56.84,185,7,Failure,3.8218666666666667
82389,82389,6,6,Brute Force,1,80.05,126,8,Failure,2.9348333333333327
82390,82390,10,8,Malware,3,48.26,243,42,Failure,3.3478000000000003
82391,82391,1,5,DDoS,2,27.49,164,6,Failure,1.7247
82392,82392,6,6,Ransomware,10,63.18,118,85,Success,7.312066666666667
82393,82393,4,8,Cross-Site Scripting,10,89.73,148,145,Failure,9.108566666666666
82394,82394,2,8,SQL Injection,7,7.74,46,102,Success,4.732200000000001
82395,82395,10,3,DDoS,4,22.59,272,57,Failure,3.2277000000000005
82396,82396,6,2,Brute Force,3,51.56,266,40,Failure,3.413466666666667
82397,82397,1,3,DDoS,6,54.3,59,15,Failure,4.279
82398,82398,6,4,DDoS,5,4.75,186,151,Failure,4.659166666666667
82399,82399,10,5,Brute Force,4,17.01,12,180,Failure,5.1103000000000005
82400,82400,4,1,Phishing,8,39.95,56,119,Success,6.381833333333334
82401,82401,7,6,Phishing,1,97.23,219,118,Success,5.283566666666666
82402,82402,1,6,SQL Injection,6,9.77,217,55,Success,3.6097666666666672
82403,82403,9,3,Brute Force,10,92.44,183,128,Failure,8.906533333333332
82404,82404,4,4,Malware,10,55.7,291,76,Failure,6.937666666666667
82405,82405,5,2,Zero-Day Exploit,6,4.49,184,93,Failure,4.084700000000001
82406,82406,5,5,Phishing,9,64.35,258,87,Success,6.9805
82407,82407,2,2,DDoS,5,82.75,55,83,Failure,5.865833333333334
82408,82408,4,7,Cross-Site Scripting,8,31.29,181,99,Failure,5.7887
82409,82409,9,7,Brute Force,2,47.72,142,169,Success,5.048266666666667
82410,82410,8,7,Phishing,10,79.31,124,134,Success,8.612633333333333
82411,82411,2,5,Zero-Day Exploit,4,18.81,188,64,Success,3.2309666666666663
82412,82412,2,7,Phishing,4,56.93,8,122,Failure,5.341233333333333
82413,82413,5,6,Phishing,8,9.17,99,94,Success,5.041766666666667
82414,82414,5,5,Ransomware,7,37.05,41,177,Success,6.8614999999999995
82415,82415,8,2,DDoS,4,99.67,69,3,Success,4.6400999999999994
82416,82416,5,7,Phishing,10,18.25,21,74,Success,5.780833333333334
82417,82417,5,5,Brute Force,1,78.51,70,132,Success,4.955299999999999
82418,82418,3,2,SQL Injection,4,55.52,237,140,Success,5.598933333333333
82419,82419,3,3,SQL Injection,10,12.52,96,54,Failure,5.275600000000001
82420,82420,1,3,Ransomware,5,74.21,212,7,Success,4.342966666666666
82421,82421,9,1,Phishing,4,29.22,157,103,Success,4.193266666666666
82422,82422,9,3,Ransomware,8,95.73,190,42,Failure,6.7719000000000005
82423,82423,3,7,Phishing,3,83.46,283,61,Failure,4.720466666666667
82424,82424,7,8,Ransomware,6,60.44,228,154,Failure,6.779866666666667
82425,82425,7,8,Zero-Day Exploit,6,29.99,41,156,Success,5.899700000000001
82426,82426,3,4,DDoS,1,73.08,26,138,Failure,4.892399999999999
82427,82427,7,5,DDoS,2,42.86,219,109,Success,3.9024666666666663
82428,82428,8,2,Brute Force,6,85.26,63,75,Failure,6.207800000000001
82429,82429,2,7,Ransomware,9,39.6,92,106,Success,6.554666666666667
82430,82430,5,8,Brute Force,1,71.69,172,116,Failure,4.484033333333333
82431,82431,9,1,Phishing,9,81.43,166,5,Success,6.126233333333333
82432,82432,7,3,SQL Injection,2,73.83,97,107,Failure,4.798233333333333
82433,82433,3,8,SQL Injection,8,62.21,300,90,Success,6.5663
82434,82434,8,8,Malware,10,89.41,162,77,Failure,7.965633333333333
82435,82435,5,5,Ransomware,7,66.5,283,101,Success,6.4783333333333335
82436,82436,7,2,Cross-Site Scripting,10,83.19,280,107,Failure,8.279033333333333
82437,82437,3,6,Malware,6,17.43,279,108,Success,4.7229
82438,82438,3,1,Cross-Site Scripting,6,10.61,21,47,Failure,3.5016333333333334
82439,82439,10,6,Zero-Day Exploit,1,51.48,66,178,Failure,4.911066666666667
82440,82440,6,2,DDoS,10,66.91,162,65,Failure,7.090633333333332
82441,82441,9,3,Malware,3,7.43,136,78,Failure,2.7229
82442,82442,6,7,Ransomware,10,94.07,126,95,Success,8.405433333333333
82443,82443,4,7,SQL Injection,1,28.34,128,41,Failure,1.933533333333333
82444,82444,4,8,Malware,2,69.46,76,107,Failure,4.667133333333333
82445,82445,6,6,Phishing,9,53.05,122,85,Failure,6.6081666666666665
82446,82446,8,2,Ransomware,4,70.06,106,66,Success,4.8018
82447,82447,5,4,Phishing,1,49.09,258,70,Failure,3.0393666666666665
82448,82448,8,5,Brute Force,4,26.71,221,31,Success,2.9179666666666666
82449,82449,5,8,Zero-Day Exploit,8,98.3,50,34,Failure,6.7156666666666665
82450,82450,4,5,SQL Injection,1,47.12,168,22,Success,2.180266666666667
82451,82451,6,6,Ransomware,7,93.13,166,1,Failure,5.610566666666666
82452,82452,1,8,Phishing,1,62.14,162,5,Success,2.3475333333333332
82453,82453,3,6,Malware,6,27.02,196,1,Failure,3.227266666666667
82454,82454,1,5,Zero-Day Exploit,1,88.76,161,41,Failure,3.7461333333333333
82455,82455,6,5,SQL Injection,5,46.41,280,108,Success,5.1922999999999995
82456,82456,4,5,SQL Injection,3,90.19,92,110,Failure,5.739033333333333
82457,82457,10,6,Zero-Day Exploit,5,56.02,9,99,Success,5.3306000000000004
82458,82458,8,1,Zero-Day Exploit,10,38.2,112,36,Success,5.7459999999999996
82459,82459,9,6,DDoS,2,40.88,249,4,Success,2.093066666666667
82460,82460,8,1,Zero-Day Exploit,8,35.66,221,38,Success,4.903133333333333
82461,82461,9,5,Cross-Site Scripting,4,65.21,169,94,Failure,5.122966666666667
82462,82462,10,4,Zero-Day Exploit,2,13.96,94,77,Failure,2.502133333333333
82463,82463,4,1,Cross-Site Scripting,4,91.83,239,110,Failure,6.188233333333333
82464,82464,4,3,Brute Force,9,1.24,110,72,Failure,4.8372
82465,82465,10,6,Zero-Day Exploit,3,62.82,78,73,Failure,4.301266666666667
82466,82466,9,7,Zero-Day Exploit,10,32.34,54,45,Failure,5.7202
82467,82467,1,8,Phishing,1,47.22,100,166,Success,4.583266666666667
82468,82468,8,3,Malware,1,60.53,178,63,Failure,3.2659000000000002
82469,82469,10,8,Phishing,2,74.25,173,121,Failure,5.044166666666667
82470,82470,10,8,Brute Force,1,96.0,84,55,Success,4.196666666666666
82471,82471,4,6,Brute Force,8,96.7,24,157,Success,8.717666666666666
82472,82472,2,6,Malware,4,68.71,101,21,Failure,4.011299999999999
82473,82473,9,2,Brute Force,8,50.97,275,127,Failure,6.845766666666668
82474,82474,4,2,Cross-Site Scripting,5,20.14,299,152,Success,5.137533333333334
82475,82475,6,1,Malware,3,87.39,263,25,Failure,4.238366666666667
82476,82476,1,5,Brute Force,9,8.39,260,154,Success,6.4183666666666666
82477,82477,4,5,Ransomware,8,75.16,60,27,Failure,5.9048
82478,82478,1,4,Cross-Site Scripting,2,49.53,242,93,Failure,3.8358999999999996
82479,82479,1,3,Cross-Site Scripting,9,63.61,92,147,Failure,7.9582999999999995
82480,82480,2,3,Zero-Day Exploit,1,99.93,203,17,Success,3.681233333333333
82481,82481,4,1,DDoS,5,5.78,185,51,Failure,3.0233999999999996
82482,82482,5,2,Phishing,10,25.89,21,104,Success,6.5100333333333325
82483,82483,9,4,Brute Force,1,67.36,110,49,Failure,3.2374666666666663
82484,82484,3,2,Ransomware,2,37.37,124,6,Failure,2.0210999999999997
82485,82485,3,6,Malware,4,11.6,212,147,Failure,4.398
82486,82486,3,1,Phishing,2,68.53,152,94,Failure,4.4225666666666665
82487,82487,6,6,Brute Force,6,75.38,287,8,Failure,4.794733333333334
82488,82488,3,7,Malware,8,49.72,25,24,Failure,5.091600000000001
82489,82489,7,1,Ransomware,9,81.24,89,19,Success,6.353866666666666
82490,82490,4,2,Zero-Day Exploit,2,63.32,112,180,Success,5.6996
82491,82491,6,4,Malware,4,18.09,50,9,Failure,2.2927
82492,82492,9,2,SQL Injection,4,56.3,100,25,Failure,3.705666666666666
82493,82493,10,2,Malware,6,70.36,134,22,Success,4.877466666666666
82494,82494,1,4,Brute Force,5,73.39,115,149,Success,6.685033333333333
82495,82495,4,3,SQL Injection,9,81.81,150,38,Failure,6.687633333333334
82496,82496,2,3,Zero-Day Exploit,4,66.45,243,52,Failure,4.460166666666666
82497,82497,4,5,Ransomware,10,14.03,296,20,Failure,4.754233333333333
82498,82498,8,8,SQL Injection,4,29.47,288,150,Success,4.9841
82499,82499,3,2,SQL Injection,6,92.71,259,168,Success,7.981300000000001
82500,82500,5,7,Malware,7,79.1,246,4,Success,5.2396666666666665
82501,82501,1,6,Zero-Day Exploit,9,36.05,115,105,Success,6.4315
82502,82502,5,5,Malware,4,48.63,191,134,Success,5.292233333333334
82503,82503,4,5,Ransomware,10,58.12,6,175,Success,8.660266666666667
82504,82504,4,8,Phishing,10,47.23,296,97,Success,7.033566666666666
82505,82505,4,6,DDoS,8,35.64,143,29,Success,4.752533333333333
82506,82506,4,6,Ransomware,10,87.74,294,115,Failure,8.548866666666665
82507,82507,6,1,Ransomware,6,14.05,70,23,Success,3.2048333333333336
82508,82508,1,1,Zero-Day Exploit,4,62.87,63,71,Success,4.669433333333332
82509,82509,10,3,Brute Force,1,66.52,18,69,Success,3.5456
82510,82510,8,1,Zero-Day Exploit,5,38.13,211,25,Success,3.5605666666666664
82511,82511,6,7,Zero-Day Exploit,10,6.69,283,146,Success,6.634033333333333
82512,82512,10,6,DDoS,6,91.19,85,121,Success,7.152366666666667
82513,82513,3,1,DDoS,3,24.6,179,130,Failure,4.104666666666667
82514,82514,10,6,DDoS,8,32.28,41,154,Success,6.7350666666666665
82515,82515,3,5,Phishing,2,15.82,91,129,Success,3.4246
82516,82516,10,2,Phishing,9,67.33,300,8,Success,5.753233333333334
82517,82517,2,6,Ransomware,3,87.25,268,27,Failure,4.2675
82518,82518,1,8,Cross-Site Scripting,4,24.84,20,22,Success,2.711866666666667
82519,82519,10,2,Ransomware,7,51.25,50,113,Failure,6.220833333333333
82520,82520,2,6,Ransomware,4,45.16,220,65,Failure,4.038133333333333
82521,82521,4,6,DDoS,6,56.43,130,155,Success,6.676233333333333
82522,82522,5,5,Ransomware,2,32.79,23,135,Failure,4.0337
82523,82523,5,7,Malware,3,67.74,284,93,Success,4.7822000000000005
82524,82524,4,5,Malware,1,47.18,237,104,Success,3.548733333333333
82525,82525,7,2,Brute Force,10,61.33,43,134,Success,8.073233333333334
82526,82526,8,1,SQL Injection,6,57.91,140,60,Success,5.1373
82527,82527,9,5,Malware,6,58.16,172,31,Failure,4.661466666666667
82528,82528,1,8,Phishing,1,23.66,210,98,Success,2.7431333333333328
82529,82529,10,1,Ransomware,2,97.3,178,103,Success,5.435666666666666
82530,82530,3,8,Zero-Day Exploit,5,96.22,37,144,Success,7.2866
82531,82531,6,7,Brute Force,10,16.87,282,113,Failure,6.389433333333333
82532,82532,7,2,Cross-Site Scripting,7,27.26,107,64,Failure,4.684466666666667
82533,82533,3,2,Malware,4,96.32,101,94,Failure,6.056266666666666
82534,82534,4,7,DDoS,3,76.38,65,109,Failure,5.308066666666666
82535,82535,10,8,Malware,3,57.61,203,138,Failure,5.2283
82536,82536,9,2,Ransomware,3,47.78,84,117,Success,4.5834
82537,82537,3,1,SQL Injection,4,61.76,3,14,Success,3.6861333333333333
82538,82538,8,3,Ransomware,8,84.51,77,49,Failure,6.551966666666667
82539,82539,1,4,SQL Injection,10,54.15,195,50,Success,6.457833333333333
82540,82540,7,2,Malware,9,9.29,158,43,Failure,4.595366666666667
82541,82541,2,5,Brute Force,1,65.35,128,40,Failure,3.0271666666666666
82542,82542,5,5,DDoS,4,71.13,281,70,Success,4.900566666666666
82543,82543,6,2,SQL Injection,6,61.65,50,92,Success,5.7828333333333335
