time_key,timestamp,hour,day,month,quarter,year
90986,2024-01-13 07:52:00.594749,7,Saturday,January,1,2024
90987,2024-02-24 08:02:29.594754,8,Saturday,February,1,2024
90988,2024-04-25 07:40:04.594759,7,Thursday,April,2,2024
90989,2024-07-10 08:34:23.594764,8,Wednesday,July,3,2024
90990,2023-10-26 14:05:33.594769,14,Thursday,October,4,2023
90991,2024-02-02 16:19:27.594775,16,Friday,February,1,2024
90992,2024-05-23 17:43:33.594780,17,Thursday,May,2,2024
90993,2024-03-15 17:09:12.594786,17,Friday,March,1,2024
90994,2024-07-12 01:28:27.594791,1,Friday,July,3,2024
90995,2024-08-15 04:20:35.594797,4,Thursday,August,3,2024
90996,2024-07-22 04:37:03.594802,4,Monday,July,3,2024
90997,2024-07-15 16:36:22.594807,16,Monday,July,3,2024
90998,2024-05-25 15:08:45.594812,15,Saturday,May,2,2024
90999,2024-05-06 20:25:19.594817,20,Monday,May,2,2024
91000,2024-07-11 21:39:03.594822,21,Thursday,July,3,2024
91001,2024-07-21 22:33:08.594828,22,Sunday,July,3,2024
91002,2023-11-06 13:24:58.594833,13,Monday,November,4,2023
91003,2024-01-18 00:53:02.594838,0,Thursday,January,1,2024
91004,2023-09-10 01:46:51.594843,1,Sunday,September,3,2023
91005,2024-04-21 21:37:26.594848,21,Sunday,April,2,2024
91006,2023-12-25 05:41:26.594854,5,Monday,December,4,2023
91007,2024-02-15 04:40:50.594859,4,Thursday,February,1,2024
91008,2024-03-22 02:35:30.594864,2,Friday,March,1,2024
91009,2024-05-26 19:33:27.594869,19,Sunday,May,2,2024
91010,2024-09-03 22:22:24.594875,22,Tuesday,September,3,2024
91011,2024-03-25 07:46:14.594880,7,Monday,March,1,2024
91012,2024-06-28 07:45:43.594885,7,Friday,June,2,2024
91013,2024-01-08 14:17:36.594891,14,Monday,January,1,2024
91014,2024-05-31 06:37:31.594896,6,Friday,May,2,2024
91015,2023-10-12 16:40:46.594902,16,Thursday,October,4,2023
91016,2024-08-30 00:56:43.594907,0,Friday,August,3,2024
91017,2024-02-29 18:47:48.594913,18,Thursday,February,1,2024
91018,2024-07-30 00:10:08.594918,0,Tuesday,July,3,2024
91019,2023-12-02 16:49:47.594923,16,Saturday,December,4,2023
91020,2024-07-11 03:42:35.594929,3,Thursday,July,3,2024
91021,2023-11-30 08:36:32.594934,8,Thursday,November,4,2023
91022,2023-10-02 10:20:23.594940,10,Monday,October,4,2023
91023,2024-08-27 08:40:52.594945,8,Tuesday,August,3,2024
91024,2024-07-27 22:46:46.594951,22,Saturday,July,3,2024
91025,2023-12-31 11:38:19.594956,11,Sunday,December,4,2023
91026,2023-10-13 07:20:50.594961,7,Friday,October,4,2023
91027,2023-09-07 17:14:43.594967,17,Thursday,September,3,2023
91028,2023-09-19 16:34:16.594972,16,Tuesday,September,3,2023
91029,2024-06-25 18:15:36.594978,18,Tuesday,June,2,2024
91030,2024-08-31 07:17:50.594983,7,Saturday,August,3,2024
91031,2024-07-01 14:57:05.594988,14,Monday,July,3,2024
91032,2024-01-27 09:59:46.594994,9,Saturday,January,1,2024
91033,2024-07-13 17:50:33.594999,17,Saturday,July,3,2024
91034,2024-01-03 22:54:41.595005,22,Wednesday,January,1,2024
91035,2024-04-21 15:29:44.595010,15,Sunday,April,2,2024
91036,2024-05-02 14:16:30.595016,14,Thursday,May,2,2024
91037,2024-06-26 00:06:21.595023,0,Wednesday,June,2,2024
91038,2024-07-26 07:58:02.595028,7,Friday,July,3,2024
91039,2024-01-15 23:10:03.595033,23,Monday,January,1,2024
91040,2023-10-10 00:30:26.595039,0,Tuesday,October,4,2023
91041,2023-10-31 18:57:52.595044,18,Tuesday,October,4,2023
91042,2024-03-25 14:53:42.595049,14,Monday,March,1,2024
91043,2023-10-03 18:04:13.595055,18,Tuesday,October,4,2023
91044,2023-10-29 01:26:21.595060,1,Sunday,October,4,2023
91045,2024-03-17 19:56:10.595066,19,Sunday,March,1,2024
91046,2024-03-02 20:58:18.595071,20,Saturday,March,1,2024
91047,2024-08-31 22:25:24.595076,22,Saturday,August,3,2024
91048,2024-05-14 01:58:24.595082,1,Tuesday,May,2,2024
91049,2023-11-04 13:55:06.595087,13,Saturday,November,4,2023
91050,2023-09-17 16:57:55.595092,16,Sunday,September,3,2023
91051,2023-10-03 05:36:31.595098,5,Tuesday,October,4,2023
91052,2024-03-16 11:49:29.595103,11,Saturday,March,1,2024
91053,2024-03-03 19:32:34.595108,19,Sunday,March,1,2024
91054,2023-11-18 10:05:19.595115,10,Saturday,November,4,2023
91055,2024-04-29 02:34:37.595121,2,Monday,April,2,2024
91056,2024-01-02 08:06:35.595126,8,Tuesday,January,1,2024
91057,2023-10-21 06:58:55.595131,6,Saturday,October,4,2023
91058,2023-10-26 08:04:38.595136,8,Thursday,October,4,2023
91059,2024-07-10 03:33:32.595141,3,Wednesday,July,3,2024
91060,2024-07-30 14:33:07.595147,14,Tuesday,July,3,2024
91061,2024-03-27 10:03:38.595152,10,Wednesday,March,1,2024
91062,2024-06-12 05:09:57.595158,5,Wednesday,June,2,2024
91063,2024-03-15 19:28:51.595163,19,Friday,March,1,2024
91064,2023-09-20 02:56:24.595168,2,Wednesday,September,3,2023
91065,2024-03-31 05:18:56.595173,5,Sunday,March,1,2024
91066,2024-07-31 10:20:29.595178,10,Wednesday,July,3,2024
91067,2023-09-12 09:38:25.595184,9,Tuesday,September,3,2023
91068,2023-10-17 07:05:20.595189,7,Tuesday,October,4,2023
91069,2024-01-08 05:11:25.595194,5,Monday,January,1,2024
91070,2024-08-08 21:50:43.595200,21,Thursday,August,3,2024
91071,2024-05-12 12:45:36.595205,12,Sunday,May,2,2024
91072,2023-12-02 14:29:04.595210,14,Saturday,December,4,2023
91073,2023-11-25 17:37:35.595216,17,Saturday,November,4,2023
91074,2023-12-13 17:02:31.595221,17,Wednesday,December,4,2023
91075,2024-05-04 19:28:27.595226,19,Saturday,May,2,2024
91076,2023-10-04 12:22:28.595232,12,Wednesday,October,4,2023
91077,2024-06-17 11:42:37.595237,11,Monday,June,2,2024
91078,2023-09-14 10:34:20.595242,10,Thursday,September,3,2023
91079,2023-12-12 23:13:17.595248,23,Tuesday,December,4,2023
91080,2024-08-18 04:35:32.595253,4,Sunday,August,3,2024
91081,2023-12-25 01:07:35.595259,1,Monday,December,4,2023
91082,2023-10-13 23:10:41.595265,23,Friday,October,4,2023
91083,2024-08-03 16:45:12.595270,16,Saturday,August,3,2024
91084,2024-04-02 09:55:55.595275,9,Tuesday,April,2,2024
91085,2024-08-06 15:13:45.595281,15,Tuesday,August,3,2024
91086,2023-11-10 20:31:33.595286,20,Friday,November,4,2023
91087,2023-11-09 07:26:34.595291,7,Thursday,November,4,2023
91088,2024-01-09 03:03:09.595297,3,Tuesday,January,1,2024
91089,2024-01-18 23:53:58.595302,23,Thursday,January,1,2024
91090,2024-03-01 08:25:01.595322,8,Friday,March,1,2024
91091,2024-01-30 09:34:33.595329,9,Tuesday,January,1,2024
91092,2023-10-30 07:27:49.595334,7,Monday,October,4,2023
91093,2024-03-06 03:43:52.595339,3,Wednesday,March,1,2024
91094,2023-09-21 08:43:51.595345,8,Thursday,September,3,2023
91095,2024-04-09 00:15:56.595350,0,Tuesday,April,2,2024
91096,2023-12-08 23:51:22.595355,23,Friday,December,4,2023
91097,2024-06-22 03:36:25.595361,3,Saturday,June,2,2024
91098,2023-09-30 20:49:20.595366,20,Saturday,September,3,2023
91099,2024-04-10 01:47:45.595371,1,Wednesday,April,2,2024
91100,2024-06-27 22:44:49.595376,22,Thursday,June,2,2024
91101,2023-11-17 04:36:03.595381,4,Friday,November,4,2023
91102,2024-04-30 07:06:47.595387,7,Tuesday,April,2,2024
91103,2024-09-03 00:15:27.595392,0,Tuesday,September,3,2024
91104,2024-08-03 03:50:01.595397,3,Saturday,August,3,2024
91105,2024-04-19 22:36:52.595402,22,Friday,April,2,2024
91106,2024-06-27 20:43:02.595408,20,Thursday,June,2,2024
91107,2023-10-31 11:41:05.595413,11,Tuesday,October,4,2023
91108,2024-01-14 18:43:43.595419,18,Sunday,January,1,2024
91109,2024-02-28 16:26:58.595424,16,Wednesday,February,1,2024
91110,2023-12-01 04:14:26.595429,4,Friday,December,4,2023
91111,2024-04-28 04:27:35.595435,4,Sunday,April,2,2024
91112,2024-01-04 10:49:49.595440,10,Thursday,January,1,2024
91113,2024-06-24 18:09:40.595445,18,Monday,June,2,2024
91114,2024-04-14 09:54:24.595450,9,Sunday,April,2,2024
91115,2024-08-21 12:07:10.595456,12,Wednesday,August,3,2024
91116,2024-02-29 03:42:04.595461,3,Thursday,February,1,2024
91117,2024-05-25 22:49:22.595466,22,Saturday,May,2,2024
91118,2023-11-07 04:51:25.595472,4,Tuesday,November,4,2023
91119,2024-06-01 21:58:34.595477,21,Saturday,June,2,2024
91120,2023-12-05 04:51:03.595483,4,Tuesday,December,4,2023
91121,2023-09-24 13:10:55.595488,13,Sunday,September,3,2023
91122,2023-09-18 05:32:46.595494,5,Monday,September,3,2023
91123,2024-05-27 22:29:55.595499,22,Monday,May,2,2024
91124,2024-08-18 19:07:54.595504,19,Sunday,August,3,2024
91125,2024-07-16 07:25:32.595510,7,Tuesday,July,3,2024
91126,2024-01-19 20:53:13.595515,20,Friday,January,1,2024
91127,2024-04-30 06:15:27.595521,6,Tuesday,April,2,2024
91128,2023-09-14 02:40:19.595526,2,Thursday,September,3,2023
91129,2024-06-21 01:50:39.595531,1,Friday,June,2,2024
91130,2023-10-18 19:43:47.595537,19,Wednesday,October,4,2023
91131,2024-03-05 13:05:59.595542,13,Tuesday,March,1,2024
91132,2023-09-17 00:37:23.595547,0,Sunday,September,3,2023
91133,2024-09-02 22:39:46.595553,22,Monday,September,3,2024
91134,2024-02-24 16:31:17.595564,16,Saturday,February,1,2024
91135,2024-05-30 10:54:02.595571,10,Thursday,May,2,2024
91136,2024-05-14 11:40:55.595576,11,Tuesday,May,2,2024
91137,2024-02-12 15:12:21.595582,15,Monday,February,1,2024
91138,2024-03-24 11:10:31.595587,11,Sunday,March,1,2024
91139,2024-09-01 14:56:19.595592,14,Sunday,September,3,2024
91140,2023-12-11 10:10:48.595598,10,Monday,December,4,2023
91141,2024-07-26 14:11:59.595603,14,Friday,July,3,2024
91142,2024-08-26 11:56:38.595608,11,Monday,August,3,2024
91143,2023-11-06 04:52:12.595613,4,Monday,November,4,2023
91144,2024-08-01 20:15:35.595619,20,Thursday,August,3,2024
91145,2024-02-28 01:48:44.595624,1,Wednesday,February,1,2024
91146,2023-10-16 13:48:01.595630,13,Monday,October,4,2023
91147,2023-10-13 09:04:51.595635,9,Friday,October,4,2023
91148,2023-12-23 16:15:56.595641,16,Saturday,December,4,2023
91149,2023-11-19 03:48:04.595647,3,Sunday,November,4,2023
91150,2023-10-02 03:20:39.595652,3,Monday,October,4,2023
91151,2023-10-29 01:47:55.595658,1,Sunday,October,4,2023
91152,2024-06-26 09:40:50.595664,9,Wednesday,June,2,2024
91153,2023-11-19 08:54:32.595669,8,Sunday,November,4,2023
91154,2024-06-24 14:48:16.595679,14,Monday,June,2,2024
91155,2024-01-19 22:51:41.595685,22,Friday,January,1,2024
91156,2024-04-29 01:31:41.595690,1,Monday,April,2,2024
91157,2024-03-22 08:21:18.595695,8,Friday,March,1,2024
91158,2024-08-15 18:40:02.595701,18,Thursday,August,3,2024
91159,2023-11-26 01:14:59.595706,1,Sunday,November,4,2023
91160,2024-03-01 16:14:37.595711,16,Friday,March,1,2024
91161,2024-06-30 19:20:32.595717,19,Sunday,June,2,2024
91162,2024-03-15 08:52:55.595722,8,Friday,March,1,2024
91163,2024-04-03 18:00:54.595728,18,Wednesday,April,2,2024
91164,2024-05-12 22:11:55.595733,22,Sunday,May,2,2024
91165,2024-04-26 20:20:56.595738,20,Friday,April,2,2024
91166,2024-07-11 09:32:39.595743,9,Thursday,July,3,2024
91167,2023-11-27 13:22:58.595749,13,Monday,November,4,2023
91168,2023-09-10 02:01:15.595754,2,Sunday,September,3,2023
91169,2024-02-07 11:01:20.595760,11,Wednesday,February,1,2024
91170,2024-06-29 16:33:21.595765,16,Saturday,June,2,2024
91171,2023-11-25 22:50:42.595770,22,Saturday,November,4,2023
91172,2024-02-29 21:39:05.595775,21,Thursday,February,1,2024
91173,2024-04-17 03:40:46.595780,3,Wednesday,April,2,2024
91174,2024-04-10 14:27:23.595785,14,Wednesday,April,2,2024
91175,2023-10-17 14:33:44.595791,14,Tuesday,October,4,2023
91176,2024-02-23 09:49:14.595796,9,Friday,February,1,2024
91177,2024-07-10 09:03:27.595801,9,Wednesday,July,3,2024
91178,2024-07-23 13:19:07.595807,13,Tuesday,July,3,2024
91179,2023-10-17 23:39:44.595812,23,Tuesday,October,4,2023
91180,2024-01-31 09:03:16.595817,9,Wednesday,January,1,2024
91181,2024-07-23 02:49:12.595823,2,Tuesday,July,3,2024
91182,2024-05-24 07:29:45.595828,7,Friday,May,2,2024
91183,2024-02-21 03:15:17.595834,3,Wednesday,February,1,2024
91184,2024-08-28 11:36:38.595839,11,Wednesday,August,3,2024
91185,2024-01-05 04:25:12.595844,4,Friday,January,1,2024
91186,2024-05-15 07:07:05.595850,7,Wednesday,May,2,2024
91187,2024-03-06 09:12:58.595855,9,Wednesday,March,1,2024
91188,2024-07-05 19:18:12.595861,19,Friday,July,3,2024
91189,2024-01-02 22:55:39.595866,22,Tuesday,January,1,2024
91190,2023-11-13 03:40:39.595871,3,Monday,November,4,2023
91191,2023-12-14 09:16:38.595877,9,Thursday,December,4,2023
91192,2024-06-05 15:59:45.595882,15,Wednesday,June,2,2024
91193,2024-01-25 03:02:21.595887,3,Thursday,January,1,2024
91194,2024-03-04 17:41:29.595892,17,Monday,March,1,2024
91195,2024-06-16 09:51:43.595898,9,Sunday,June,2,2024
91196,2024-03-24 23:31:31.595904,23,Sunday,March,1,2024
91197,2024-02-03 05:09:30.595909,5,Saturday,February,1,2024
91198,2023-09-11 15:35:45.595914,15,Monday,September,3,2023
91199,2024-05-04 07:02:14.595920,7,Saturday,May,2,2024
91200,2024-05-06 02:05:23.595924,2,Monday,May,2,2024
91201,2024-04-01 00:13:37.595930,0,Monday,April,2,2024
91202,2024-05-08 20:05:56.595935,20,Wednesday,May,2,2024
91203,2023-10-24 00:49:12.595940,0,Tuesday,October,4,2023
91204,2024-01-15 19:01:06.595945,19,Monday,January,1,2024
91205,2024-08-22 13:11:54.595951,13,Thursday,August,3,2024
91206,2023-12-27 02:18:07.595956,2,Wednesday,December,4,2023
91207,2023-10-12 17:06:12.595961,17,Thursday,October,4,2023
91208,2024-02-04 18:59:39.595966,18,Sunday,February,1,2024
91209,2023-09-28 18:39:13.595971,18,Thursday,September,3,2023
91210,2024-08-27 05:10:23.595977,5,Tuesday,August,3,2024
91211,2023-12-27 20:30:55.595982,20,Wednesday,December,4,2023
91212,2023-10-07 10:01:34.595987,10,Saturday,October,4,2023
91213,2024-01-22 03:05:07.595993,3,Monday,January,1,2024
91214,2023-09-29 20:49:51.595998,20,Friday,September,3,2023
91215,2024-03-06 00:34:42.596004,0,Wednesday,March,1,2024
91216,2024-08-27 09:39:58.596009,9,Tuesday,August,3,2024
91217,2023-10-04 00:02:01.596014,0,Wednesday,October,4,2023
91218,2024-04-19 19:18:31.596020,19,Friday,April,2,2024
91219,2023-10-02 22:30:02.596025,22,Monday,October,4,2023
91220,2024-04-06 19:41:15.596030,19,Saturday,April,2,2024
91221,2024-03-19 16:58:14.596035,16,Tuesday,March,1,2024
91222,2024-03-05 18:04:31.596041,18,Tuesday,March,1,2024
91223,2024-05-05 14:09:24.596045,14,Sunday,May,2,2024
91224,2024-07-04 08:05:25.596051,8,Thursday,July,3,2024
91225,2023-09-23 10:34:45.596057,10,Saturday,September,3,2023
91226,2024-02-17 09:54:42.596062,9,Saturday,February,1,2024
91227,2024-03-22 14:46:41.596067,14,Friday,March,1,2024
91228,2024-04-15 09:26:31.596072,9,Monday,April,2,2024
91229,2023-09-11 21:03:18.596078,21,Monday,September,3,2023
91230,2024-07-07 03:49:04.596083,3,Sunday,July,3,2024
91231,2024-04-05 16:25:04.596089,16,Friday,April,2,2024
91232,2023-11-25 14:46:51.596094,14,Saturday,November,4,2023
91233,2024-07-19 22:28:03.596100,22,Friday,July,3,2024
91234,2024-07-27 00:14:44.596105,0,Saturday,July,3,2024
91235,2024-04-22 16:31:44.596110,16,Monday,April,2,2024
91236,2023-12-16 06:58:29.596115,6,Saturday,December,4,2023
91237,2024-04-09 16:29:38.596121,16,Tuesday,April,2,2024
91238,2023-11-27 11:12:56.596126,11,Monday,November,4,2023
91239,2024-02-06 23:49:55.596131,23,Tuesday,February,1,2024
91240,2024-08-07 11:53:30.596137,11,Wednesday,August,3,2024
91241,2024-04-07 21:59:38.596143,21,Sunday,April,2,2024
91242,2024-05-30 07:37:42.596148,7,Thursday,May,2,2024
91243,2024-05-31 06:32:08.596153,6,Friday,May,2,2024
91244,2023-11-11 09:56:31.596158,9,Saturday,November,4,2023
91245,2024-03-20 06:21:35.596163,6,Wednesday,March,1,2024
91246,2024-07-14 23:36:33.596168,23,Sunday,July,3,2024
91247,2023-12-08 18:31:03.596174,18,Friday,December,4,2023
91248,2024-03-09 00:56:28.596179,0,Saturday,March,1,2024
91249,2024-08-15 09:40:45.596187,9,Thursday,August,3,2024
91250,2023-10-31 04:53:44.596192,4,Tuesday,October,4,2023
91251,2024-08-29 03:50:56.596198,3,Thursday,August,3,2024
91252,2023-11-06 13:52:25.596203,13,Monday,November,4,2023
91253,2023-09-16 00:42:35.596209,0,Saturday,September,3,2023
91254,2024-05-02 05:04:51.596216,5,Thursday,May,2,2024
91255,2024-04-15 23:42:31.596221,23,Monday,April,2,2024
91256,2024-03-30 18:28:35.596226,18,Saturday,March,1,2024
91257,2024-06-10 01:05:11.596231,1,Monday,June,2,2024
91258,2023-11-08 19:07:08.596236,19,Wednesday,November,4,2023
91259,2024-05-07 22:11:21.596241,22,Tuesday,May,2,2024
91260,2024-02-04 05:19:25.596247,5,Sunday,February,1,2024
91261,2024-02-27 10:56:33.596252,10,Tuesday,February,1,2024
91262,2024-07-03 18:24:43.596257,18,Wednesday,July,3,2024
91263,2024-02-25 08:51:08.596263,8,Sunday,February,1,2024
91264,2023-12-12 11:20:21.596268,11,Tuesday,December,4,2023
91265,2023-11-08 07:11:39.596273,7,Wednesday,November,4,2023
91266,2023-12-29 19:56:47.596279,19,Friday,December,4,2023
91267,2024-05-01 03:53:56.596284,3,Wednesday,May,2,2024
91268,2023-09-27 09:54:04.596289,9,Wednesday,September,3,2023
91269,2023-10-10 19:24:25.596294,19,Tuesday,October,4,2023
91270,2024-06-27 17:19:11.596299,17,Thursday,June,2,2024
91271,2024-06-25 15:04:29.596305,15,Tuesday,June,2,2024
91272,2023-10-13 21:21:40.596310,21,Friday,October,4,2023
91273,2024-01-03 17:43:18.596315,17,Wednesday,January,1,2024
91274,2024-08-21 20:32:29.596321,20,Wednesday,August,3,2024
91275,2024-08-18 02:03:47.596327,2,Sunday,August,3,2024
91276,2024-03-15 15:40:45.596332,15,Friday,March,1,2024
91277,2024-07-24 10:22:53.596338,10,Wednesday,July,3,2024
91278,2024-08-13 04:48:38.596343,4,Tuesday,August,3,2024
91279,2024-04-07 16:27:06.596349,16,Sunday,April,2,2024
91280,2024-01-11 08:00:34.596354,8,Thursday,January,1,2024
91281,2024-01-28 06:48:00.596359,6,Sunday,January,1,2024
91282,2024-03-22 02:00:16.596365,2,Friday,March,1,2024
91283,2024-03-18 14:12:15.596370,14,Monday,March,1,2024
91284,2023-09-08 14:14:33.596375,14,Friday,September,3,2023
91285,2024-05-14 08:48:27.596380,8,Tuesday,May,2,2024
91286,2024-03-17 01:10:02.596386,1,Sunday,March,1,2024
91287,2024-07-17 20:03:45.596391,20,Wednesday,July,3,2024
91288,2024-04-30 17:38:20.596396,17,Tuesday,April,2,2024
91289,2024-03-03 04:21:02.596401,4,Sunday,March,1,2024
91290,2023-11-21 23:00:42.596406,23,Tuesday,November,4,2023
91291,2024-05-28 10:33:29.596412,10,Tuesday,May,2,2024
91292,2023-11-22 10:50:55.596417,10,Wednesday,November,4,2023
91293,2024-04-17 11:30:45.596422,11,Wednesday,April,2,2024
91294,2023-11-01 05:03:35.596428,5,Wednesday,November,4,2023
91295,2024-01-17 21:40:47.596433,21,Wednesday,January,1,2024
91296,2024-06-22 11:09:34.596439,11,Saturday,June,2,2024
91297,2023-09-25 20:19:04.596444,20,Monday,September,3,2023
91298,2023-12-28 02:12:07.596449,2,Thursday,December,4,2023
91299,2024-07-03 06:18:43.596454,6,Wednesday,July,3,2024
91300,2024-09-03 11:56:13.596460,11,Tuesday,September,3,2024
91301,2024-06-11 22:03:45.596465,22,Tuesday,June,2,2024
91302,2024-09-01 09:28:39.596470,9,Sunday,September,3,2024
91303,2024-06-27 09:57:07.596475,9,Thursday,June,2,2024
91304,2023-10-21 03:05:58.596481,3,Saturday,October,4,2023
91305,2023-12-14 19:19:40.596486,19,Thursday,December,4,2023
91306,2023-10-02 03:33:25.596491,3,Monday,October,4,2023
91307,2023-11-20 02:16:37.596497,2,Monday,November,4,2023
91308,2024-04-07 03:56:59.596502,3,Sunday,April,2,2024
91309,2024-08-10 01:56:42.596507,1,Saturday,August,3,2024
91310,2024-01-27 02:06:43.596513,2,Saturday,January,1,2024
91311,2024-05-25 12:54:55.596518,12,Saturday,May,2,2024
91312,2024-07-22 08:30:07.596523,8,Monday,July,3,2024
91313,2024-07-10 09:12:58.596528,9,Wednesday,July,3,2024
91314,2024-07-05 13:17:03.596534,13,Friday,July,3,2024
91315,2024-03-30 13:25:23.596539,13,Saturday,March,1,2024
91316,2023-11-11 09:35:58.596544,9,Saturday,November,4,2023
91317,2023-12-26 18:34:17.596549,18,Tuesday,December,4,2023
91318,2023-10-19 22:07:24.596555,22,Thursday,October,4,2023
91319,2023-10-30 22:20:21.596560,22,Monday,October,4,2023
91320,2023-10-13 12:16:18.596566,12,Friday,October,4,2023
91321,2024-08-20 06:38:28.596571,6,Tuesday,August,3,2024
91322,2024-02-16 04:21:42.596576,4,Friday,February,1,2024
91323,2024-07-14 16:15:05.596582,16,Sunday,July,3,2024
91324,2024-05-20 03:21:13.596587,3,Monday,May,2,2024
91325,2024-07-18 17:04:41.596592,17,Thursday,July,3,2024
91326,2024-01-29 03:35:08.596597,3,Monday,January,1,2024
91327,2024-06-01 23:00:03.596603,23,Saturday,June,2,2024
91328,2024-08-02 16:25:33.596608,16,Friday,August,3,2024
91329,2023-09-18 22:03:43.596613,22,Monday,September,3,2023
91330,2023-09-13 15:25:51.596618,15,Wednesday,September,3,2023
91331,2023-12-27 13:59:26.596624,13,Wednesday,December,4,2023
91332,2023-11-23 06:49:43.596629,6,Thursday,November,4,2023
91333,2023-10-15 14:00:21.596634,14,Sunday,October,4,2023
91334,2024-04-15 00:56:13.596639,0,Monday,April,2,2024
91335,2024-07-07 16:13:25.596644,16,Sunday,July,3,2024
91336,2023-09-29 00:12:43.596650,0,Friday,September,3,2023
91337,2024-06-20 01:00:09.596655,1,Thursday,June,2,2024
91338,2024-07-07 00:15:55.596661,0,Sunday,July,3,2024
91339,2024-07-28 04:07:17.596666,4,Sunday,July,3,2024
91340,2023-11-07 07:04:58.596671,7,Tuesday,November,4,2023
91341,2024-06-07 06:40:04.596676,6,Friday,June,2,2024
91342,2024-01-31 00:45:07.596681,0,Wednesday,January,1,2024
91343,2024-03-13 00:07:29.596687,0,Wednesday,March,1,2024
91344,2023-10-26 19:10:21.596692,19,Thursday,October,4,2023
91345,2024-03-11 08:44:34.596697,8,Monday,March,1,2024
91346,2024-01-25 21:24:50.596702,21,Thursday,January,1,2024
91347,2024-03-15 17:16:13.596708,17,Friday,March,1,2024
91348,2024-05-16 16:42:06.596713,16,Thursday,May,2,2024
91349,2024-07-31 19:05:23.596718,19,Wednesday,July,3,2024
91350,2024-04-25 18:18:37.596723,18,Thursday,April,2,2024
91351,2023-11-10 17:20:31.596729,17,Friday,November,4,2023
91352,2023-12-29 13:08:33.596735,13,Friday,December,4,2023
91353,2024-07-29 18:51:19.596739,18,Monday,July,3,2024
91354,2023-09-21 00:04:22.596745,0,Thursday,September,3,2023
91355,2024-04-13 07:52:30.596751,7,Saturday,April,2,2024
91356,2024-08-22 00:01:39.596756,0,Thursday,August,3,2024
91357,2024-04-03 02:57:16.596761,2,Wednesday,April,2,2024
91358,2024-04-25 14:56:37.596767,14,Thursday,April,2,2024
91359,2023-11-23 06:48:18.596772,6,Thursday,November,4,2023
91360,2024-07-28 00:23:38.596777,0,Sunday,July,3,2024
91361,2024-07-31 01:51:30.596783,1,Wednesday,July,3,2024
91362,2023-11-22 22:36:21.596788,22,Wednesday,November,4,2023
91363,2024-01-27 10:08:40.596793,10,Saturday,January,1,2024
91364,2024-06-10 22:08:15.596799,22,Monday,June,2,2024
91365,2024-03-15 07:11:01.596804,7,Friday,March,1,2024
91366,2024-08-10 16:49:07.596810,16,Saturday,August,3,2024
91367,2024-01-24 02:07:48.596815,2,Wednesday,January,1,2024
91368,2024-03-04 09:15:43.596820,9,Monday,March,1,2024
91369,2023-10-13 13:08:07.596825,13,Friday,October,4,2023
91370,2024-03-07 08:50:38.596830,8,Thursday,March,1,2024
91371,2023-12-25 05:17:35.596836,5,Monday,December,4,2023
91372,2024-06-13 01:04:26.596841,1,Thursday,June,2,2024
91373,2023-11-26 15:30:51.596846,15,Sunday,November,4,2023
91374,2023-09-07 21:20:07.596851,21,Thursday,September,3,2023
91375,2024-07-20 04:05:39.596857,4,Saturday,July,3,2024
91376,2023-10-28 18:24:20.596862,18,Saturday,October,4,2023
91377,2024-07-27 17:56:18.596867,17,Saturday,July,3,2024
91378,2024-07-12 07:20:55.596873,7,Friday,July,3,2024
91379,2024-05-29 11:45:38.596879,11,Wednesday,May,2,2024
91380,2023-09-18 13:39:19.596884,13,Monday,September,3,2023
91381,2024-02-16 21:33:55.596889,21,Friday,February,1,2024
91382,2024-05-07 11:42:50.596895,11,Tuesday,May,2,2024
91383,2023-11-08 03:09:45.596900,3,Wednesday,November,4,2023
91384,2024-03-28 23:35:57.596905,23,Thursday,March,1,2024
91385,2023-09-22 14:44:57.596910,14,Friday,September,3,2023
91386,2024-02-26 19:58:31.596916,19,Monday,February,1,2024
91387,2024-04-25 05:54:29.596921,5,Thursday,April,2,2024
91388,2023-11-11 22:57:40.596927,22,Saturday,November,4,2023
91389,2023-09-16 14:29:49.596932,14,Saturday,September,3,2023
91390,2024-02-11 07:51:24.596938,7,Sunday,February,1,2024
91391,2023-10-26 09:35:13.596943,9,Thursday,October,4,2023
91392,2024-06-23 00:43:18.596948,0,Sunday,June,2,2024
91393,2024-03-08 10:35:55.596954,10,Friday,March,1,2024
91394,2023-12-31 22:44:12.596959,22,Sunday,December,4,2023
91395,2024-04-02 07:53:36.596964,7,Tuesday,April,2,2024
91396,2023-12-16 21:15:18.596969,21,Saturday,December,4,2023
91397,2024-01-21 03:35:28.596975,3,Sunday,January,1,2024
91398,2023-10-23 13:39:07.596980,13,Monday,October,4,2023
91399,2024-04-19 14:30:50.596985,14,Friday,April,2,2024
91400,2023-10-28 04:58:24.596990,4,Saturday,October,4,2023
91401,2024-07-12 05:32:38.596996,5,Friday,July,3,2024
91402,2024-03-04 15:47:15.597001,15,Monday,March,1,2024
91403,2024-01-02 16:28:50.597006,16,Tuesday,January,1,2024
91404,2023-09-14 12:01:19.597012,12,Thursday,September,3,2023
91405,2024-01-27 06:40:27.597017,6,Saturday,January,1,2024
91406,2024-05-27 11:37:28.597023,11,Monday,May,2,2024
91407,2023-11-20 12:35:44.597028,12,Monday,November,4,2023
91408,2024-02-18 23:31:04.597033,23,Sunday,February,1,2024
